author_id,author_name
14581,Theobald Wolfe Tone
14582,R. Barry (Richard Barry) 18 O'Brien
14583,William Theobald Wolfe Tone
14584,Bulmer Hobson
14585,Benedict Saint
14586,Abbot of Monte Cassino.
14587,Abbot of Monte Cassino
14588,Илья Арнольдович Ильф
14589,Евгений Петрович Петров
14590,Spain.
14591,Corrie ten Boom
14592,Elizabeth Sherrill
14593,John Sherrill
14594,John Scherrill
14595,Jill De Haan
14596,Daniel Strange
14597,William L. Stone
14598,Agnes C. Laut
14599,Thorstein Veblen
14600,Antoine Arnauld
14601,Pierre Nicole
14602,Jared Diamond
14603,Fabián Chueca
14604,(MEI )DAI MENG DE (Diamond J. ) XIE YAN GUANG YI
14605,Jean Anthelme Brillat-Savarin
14606,Philippe-Joseph Aubert de Gaspé
14607,Strabo
14608,François Lasserre
14609,Hilary Mantel
14610,William M. Thomson
14611,Conte Baldassarre Castiglione
14612,Baldesar Castilgione
14613,Winston Churchill
14614,Peter Weiss
14615,Henry Louis Gates
14616,Saidiya V. Hartman
14617,Allan Nevins
14618,Henry Steele Commager
14619,Jeffrey Morris
14620,James Gairdner
14621,United States. Bureau of the Census
14622,Library of Congress. National Digital Library Program
14623,Judith Kerr
14624,Florence Nightingale
14625,Ibn Khaldūn
14626,عبد الرحمن ابن خلدون Abdel Rahman Ibn Khaldun
14627,Anatole France
14628,Jung Chang
14629,William Wells Brown
14630,John Stuart Mill
14631,Richard F. Fleck
14632,Jeffrey S. Cramer
14633,Helen Hunt Jackson
14634,Mircea Eliade
14635,Cristian Butnariu
14636,Víctor Obiols Llandrich
14637,Lluís Duch Álvarez
14638,James T. Farrell
14639,Ricardo Palma
14640,Carol Ryrie Brink
14641,James R. Gilmore
14642,Richard Hooker Wilmer
14643,Christian Jacq
14644,Heinrich von Kleist
14645,Thomas Aquinas
14646,Joseph Rickaby
14647,Cyrille Michon
14648,Vincent Aubin
14649,Denis Moreau
14650,Guglielmo Ferrero
14651,Alfred Eckhard Zimmern
14652,Henry John Chaytor
14653,Sir Alfred Eckhard Zimmern
14654,E. H. Carr
14655,E. Carr
14656,R. Evans
14657,Marcus Minucius Felix
14658,Che Guevara
14659,"Harry ""Pombo"" Villegas"
14660,Brian Loveman
14661,Thomas M.
14662,Jason Manuel Olazabal
14663,Jean Froissart
14664,Alexander Aaronsohn
14665,Frances Brooke
14666,Edmund Spenser
14667,William T. Sherman
14668,Barbara Tuchman
14669,Mary Adelaide Nutting
14670,Lavinia L. Dock
14671,Lavinia L Dock
14672,Lavinia L. 1858-1956 Dock
14673,Lavinia Lloyd Dock
14674,Agnes [Übers. ] Karll
14675,Agnes Karll
14676,Jean-Paul Sartre
14677,Edward Chamberlayne
14678,Edgar Snow
14679,E. snow
14680,JIE JI ? KAI LE
14681,John King Fairbank
14682,Frank Lloyd Wright
14683,Joseph Alois Schumpeter
14684,Jue Wang
14685,Edward Burnett Tylor
14686,Editors Of Time For Kids
14687,Adrienne Betz
14688,James Andrew Corcoran
14689,Erich von Däniken
14690,Canek Sánchez Guevara
14691,Rado Molina
14692,Alberto Korda
14693,Fidel Castro
14694,Camilo Guevara
14695,Guy Debord
14696,Ron. Adams
14697,Donald Nicholson-Smith
14698,Colectivo Maldeojo
14699,Mary Mapes Dodge
14700,George Sand
14701,marcelo ayamiya
14702,Amantine Aurore Dupin (George Sand)
14703,Marta Bes Oliva
14704,Jaume Vidal Alcover
14705,Ethel Lilian Voynich
14706,Mary Ann Shaffer
14707,Annie Barrows
14708,Mary Ann Shaffe
14709,Lord Byron
14710,Henry Hallam
14711,David Caute
14712,Louis Hémon
14713,Herbert Edward Read
14714,Josef Lewy
14715,Friedrich Nietzsche
14716,Marie-Luise Haase
14717,Bettina Reimer
14718,Thomas Riebe
14719,Beat Rollin
14720,Rene Stockmar
14721,Johann Figl
14722,Hans Gerald Hodl
14723,Ingo W. Rath
14724,Korea (South). Kuksa Pʻyŏnchʻan Wiwŏnhoe
14725,Harriet Martineau
14726,Italo Calvino
14727,William Langland
14728,E. Talbot Donaldson
14729,Ramón J. Sender
14730,Alice Morse Earle
14731,Ministère des Affaires étrangères (France)
14732,Hauptstaatsarchiv Stuttgart
14733,Lerone Bennett
14734,Jr. Lerone Bennett
14735,Lerone Bennett Jr.
14736,Bennett
14737,Lerone
14738,John Hope Franklin
14739,Alfred A. Moss Jr.
14740,Evelyn Brooks Higginbotham
14741,John Galt
14742,Thomas Jefferson
14743,Société asiatique (Paris
14744,luis paillacan
14745,Ivan Sergeevich Turgenev
14746,Owen Jones
14747,George Washington Williams
14748,Edward Moore
14749,Rex Ellingwood Beach
14750,H. R. Trevor-Roper
14751,Donald Kagan
14752,Steven Ozment
14753,Frank M. Turner
14754,Donald M. Kagan
14755,A. Daniel Frankforter
14756,Duncan Haws
14757,Dominique Lapierre
14758,Larry Collins
14759,Guillermo Raúl Kliczkowski
14760,Marina Mercer
14761,Meadows Taylor
14762,Orhan Pamuk
14763,Василий Семёнович Гроссман
14764,Isabel Eaton
14765,Lawrence Bobo
14766,Elijah Anderson
14767,Antoni Dalmau i Ribalta
14768,Henry Dewing
14769,E. L. Konigsburg
14770,Eduardo Galeano
14771,Galeano
14772,Cedric Belfrage
14773,Pennsylvania.
14774,John Kenneth Galbraith
14775,Herbert Marcuse
14776,Kaiserlichen Akademie der Wissenschaften in Wien
14777,Mathematisch-Naturwissenschaftliche Klasse
14778,Patrick O'Brian
14779,Fernando Botero
14780,Rudy Chiappini
14781,Erica Jong
14782,Edmondo De Amicis
14783,T. W. Freeman
14784,Wallace Nutting
14785,Gerald Brenan
14786,Adam Verner
14787,Ellen O'Connor
14788,Walter Isaacson
14789,Ian Serraillier
14790,Alan Christopherson
14791,Doughty
14792,Arthur G. Sir
14793,George W. Parmelee
14794,Marilyn Stokstad
14795,Margaret A. Oppenheimer
14796,C. W. Ceram
14797,Robert Barclay
14798,Mary Boykin Miller Chesnut
14799,Isabella D Martin
14800,Myrta Avary
14801,H. W. Janson
14802,H.W Janson
14803,H. W Janson
14804,Horst Woldemar JANSON
14805,Anthony F. Janson
14806,Jasper Danckaerts
14807,Peter Sluyter
14808,Bartlett Burleigh James
14809,J. Franklin Jameson
14810,Bartlett Burleigh James J. Franklin Jameson Edited
14811,Bartlett Burleigh James J.Franklin Jameson
14812,J. Franklin Jameson (eds)
14813,William Dobein James
14814,William Gilmore Simms
14815,Peter Horry
14816,Arthur Quiller-Couch
14817,Q
14818,Georg Wilhelm Friedrich Hegel
14819,Elizabeth George Speare
14820,Guillermo Solana
14821,John Keats
14822,Ulysses S. Grant
14823,Alfred de Musset
14824,Thomas S. Kuhn
14825,Esther Rudomin Hautzig
14826,Clive Cussler
14827,Justin Scott
14828,Tokugawa Rinseishi Kenkyūjo
14829,Edith Pargeter
14830,Arturo Pérez-Reverte
14831,Giuseppe Tomasi di Lampedusa
14832,Frances Milton Trollope
14833,Emmeline Pankhurst
14834,Robert Musil
14835,Ritson
14836,Joseph Frank
14837,Thomas Bewick
14838,Joseph fl. 1780-1830 Frank
14839,Alphonse James Albert Symons
14840,Julian of Norwich
14841,Warrack
14842,Grace Harriet
14843,1855-1932
14844,Julian
14845,Frances Beer
14846,Edmund Colledge
14847,James Walsh
14848,Jean Leclercq
14849,John Skinner
14850,Bette Greene
14851,Cotton Mather
14852,Increase Mather
14853,Mather
14854,Cotton
14855,Benito Pérez Galdós
14856,Christopher Paul Curtis
14857,Reginald André Jackson
14858,Eida de la Vega
14859,Pauline Gedge
14860,T. F. Tout
14861,Jawaharlal Nehru
14862,Pierre Vilar
14863,E. H. Gombrich
14864,Michelle Irene
14865,de Launay Marc B.
14866,Melitta Mew
14867,Howard Zinn
14868,Jerry H. Bentley
14869,Herbert Ziegler
14870,Herbert F. Ziegler
14871,Jerry Bentley
14872,Heather Streets
14873,Jerry H Bentley
14874,Jürgen Kuczynski
14875,Basil Williams
14876,Willard R. Trask
14877,Jesús Valiente Malla
14878,Alf Hiltebeitel
14879,Diane Apostolos-Cappadona
14880,Mexico.
14881,MacKinlay Kantor
14882,Ernst Barlach
14883,Lugard
14884,Frederick John Dealtry Baron
14885,Mark A. Kishlansky
14886,Patrick J. Geary
14887,Patricia O'Brien
14888,George Cary Eggleston
14889,Dieter Hattrup
14890,Ignazio Silone
14891,Helen Jackson
14892,Helen Jackson H.H.
14893,Bertolt Brecht
14894,Henry Drummond
14895,William L. Shirer
14896,Eric Foner
14897,Hanʼguk Chŏngsin Munhwa Yŏnʼguwŏn
14898,Ofsted.
14899,Satish Kumar
14900,Sheikh Hasina
14901,Antoine-Henri de Bérault-Bercastel
14902,Holly Johnson
14903,Edmund Burke
14904,James Bruce
14905,John Maynard Keynes
14906,Patricia Wentworth
14907,Augustus Emperor of Rome
14908,Augustus
14909,Ekkehard Weber
14910,Xiaoxiaosheng.
14911,William Hickling Prescott
14912,Curie
14913,Eve
14914,Louis Bromfield
14915,Malala Yousafzai
14916,Christina Lamb
14917,Malala Yousafazi
14918,MALALA YOUSAFZAI
14919,Rhode Island.
14920,John Howard Griffin
14921,Thomas Otway
14922,Jane Jacobs
14923,Gerd Albers
14924,Alan White
14925,Michelle Obama
14926,China.
14927,Nelson De Mille
14928,Boyd Gaines
14929,George Grote
14930,F.-X. Garneau
14931,Andrew Gross
14932,Library of Congress. Subject Cataloging Division.
14933,Maurice Herzog
14934,William Styron
14935,Barbara Kingsolver
14936,Dean Robertson
14937,Mary Renault
14938,John Caldwell Holt
14939,JOHN HOLT
14940,William Manchester
14941,John Trumbull
14942,A. L. Rowse
14943,Andrew Skinner
14944,Adolf von Harnack
14945,Adam Mickiewicz
14946,John Richard Green
14947,William Paley
14948,John Dos Passos
14949,Talbot Mundy
14950,Enrique Flórez
14951,Massachusetts. Governor (1741-1757 : Shirley)
14952,George MacDonald Fraser
14953,Greco
14954,Houston Stewart Chamberlain
14955,Richard Llewellyn
14956,Richard Maurice Bucke
14957,François Guizot
14958,Robert Black
14959,Robert Witt
14960,Madame de Witt née Guizot
14961,Joseph A. Altsheler
14962,William Still
14963,C. K. Ogden
14964,C.K. Ogden
14965,I. A. Richards
14966,John Clapham
14967,Public Record Office
14968,Stefan Zweig
14969,Silvio Pellico
14970,Piero Maroncelli
14971,Vsevolod Mikhailovich Eichenbaum
14972,Voline
14973,Liam O'Flaherty
14974,Antoine Court de Gébelin
14975,aîné Nyon
14976,Gilbert Cazenaud
14977,John M. Mason
14978,Elizabeth Worcester Mills
14979,Durand
14980,Chelsea Clinton
14981,Natalia Ginzburg
14982,Eric Schlosser
14983,Eric Eustace Williams
14984,Colin A. Palmer
14985,William A. Darity
14986,G. D. H. (George Douglas Howard) Cole
14987,José Miguel Pallarés Sanmiguel
14988,Thomas Merton
14989,Dava Sobel
14990,Leslie H Woodson
14991,Richard Hoffmann
14992,Richard H. Tawney
14993,Carlo Giuseppe Guglielmo Botta
14994,Newton Bateman
14995,Alan Hodge
14996,Alan Hodge Graves
14997,Mohammed Sheppard
14998,Elizabeth Singer Rowe
14999,David Ogg
15000,John Elliott Cairnes
15001,John Addington Symonds
15002,Edwin Booth
15003,William Winter
15004,Hector Malot
15005,Olive Gilbert
15006,Sojourner Truth
15007,Ron Kovic
15008,William Sewel
15009,Jeremiah Dummer
15010,Colson Whitehead
15011,Charlotte Mendelson
15012,Clara Reeve
15013,James Trainer
15014,James Watt
15015,Pastor
15016,Ludwig freiherr von
15017,United States. National Archives
15018,Records Service.
15019,Queen Elizabeth I
15020,Shortt
15021,Adam
15022,Adam Shortt
15023,J. M. Wallace-Hadrill
15024,Max Weber
15025,Mary Gay Humphreys
15026,Jonathan Safran Foer
15027,Helen MacInnes
15028,Legh Richmond
15029,Nathaniel Philbrick
15030,Traductores varios
15031,Ramón Alfonso Díez Aragón
15032,Julia Argemí Munar
15033,Vicenç Mateu Zamora
15034,Martin Heidegger
15035,Friedrich-Wilhelm von Herrmann
15036,Spanish
15037,Friedrich-Wilhelm V. Herrmann
15038,Leon Trotsky
15039,Greg Mortenson
15040,David Oliver Relin
15041,Sarah Thomson
15042,Natxo Morera de la Vall Antón
15043,Rafael Sabatini
15044,Archibald Gracie
15045,Elena Ferrante
15046,James West Davidson
15047,W. C. Sellar
15048,Georgia Abernethy
15049,William Lloyd Garrison
15050,Marcia Brown
15051,Charles Francis Adams Jr.
15052,Alberto Jimenez Rioja
15053,aa
15054,Mark Bowden
15055,Heinrich Harrer
15056,Frederick Hartt
15057,Rosenthal
15058,Manu (Lawgiver)
15059,Vita Sackville-West
15060,John Davis Billings
15061,George M Smith
15062,Co
15063,Stewart Edward White
15064,Hugh Thomas
15065,نجيب محفوظ
15066,Joel Chandler Harris
15067,Hans Licht
15068,Vicente Blasco Ibáñez
15069,Horace Howard Furness
15070,S. Hellmann
15071,M. Palyi
15072,Stéphanie Félicité
15073,comtesse de Genlis
15074,N. H. Bishop
15075,V. Gordon Childe
15076,Percy Bysshe Shelley
15077,Charles Augustin Sainte-Beuve
15078,Virginia
15079,William Stewart
15080,Hector Boece
15081,W. B. Turnbull
15082,Hector Boece;  William Stewart
15083,United States. Department of State.
15084,Havelock Ellis
15085,Richard William Church
15086,John Arthur Garraty
15087,Mark C. Carnes
15088,W. W. Rouse Ball
15089,George Fox
15090,G. Fox
15091,Franz Werfel
15092,John S. C. Abbott
15093,Mario Botta
15094,Vittorio Fagone
15095,Francesco Dal Co
15096,Alonso de Ercilla y Zúñiga
15097,Alonso de Ercilla
15098,Alonso de Ercilla y. Zuuniga
15099,Arnobius the Younger
15100,Benjamin Rush
15101,Oliver Cromwell
15102,George Gissing
15103,William Roscoe Thayer
15104,Enrico Scaravelli
15105,Vittorio Giglio
15106,Irving Stone
15107,Dinah Maria Mulock Craik
15108,Vladimir Nabokov
15109,Sir John Wheeler-Bennett
15110,Wheeler_Bennett
15111,Wheeler_bennett
15112,John W. Wheeler-Bennett
15113,Pierre Charron
15114,Publius Papinius Statius
15115,David R. Shackleton Bailey
15116,George F. Carline
15117,Albert Brunet-Debaines
15118,A . Brunet-Debaines
15119,A. Toussaint
15120,Henri Toussaint
15121,Robert Kent Thomas
15122,Harrison North
15123,Alexander Berkman
15124,Norman Melchert
15125,Hannah Arendt
15126,"""Zhonghua da dian"" gong zuo wei yuan hui"
15127,John Gerard
15128,Judy Blume
15129,George Malcolm Young
15130,John Esten Cooke
15131,Carol Shields
15132,Aaron Frisch
15133,Richard L. Watson Jr.
15134,Skelton
15135,Oscar Douglas
15136,Robert Adam
15137,James Adam
15138,John Swarbrick
15139,Isaiah Berlin
15140,Paul Eltzbacher
15141,Max Bill
15142,Elizabeth Jenkins
15143,Alberto Manguel
15144,Frederic Austin Ogg
15145,Евгения Соломоновна Гинзбург
15146,Evgenii͡a Semenovna Ginzburg
15147,Arnold Toynbee
15148,J. A. Giles
15149,Ethelwerd
15150,Nennius
15151,Gildas
15152,Charles Bertram
15153,Fabius Ethelwerdus
15154,Richard Chenevix Trench
15155,Jean Genet
15156,Sir David Lindsay
15157,James Anthony Froude
15158,John Lawrence Le Breton Hammond
15159,M. C. Bradbrook
15160,Lee A. Iacocca
15161,William Novak
15162,Zlata Filipović
15163,George Grosz
15164,Ngaio Marsh
15165,Marie-Catherine Le Jumelle de Berneville comtesse d'Aulnoy
15166,Thomas Pègues
15167,Karl Rahner
15168,Adeline Yen Mah
15169,Arthur Schopenhauer
15170,Stackhouse
15171,Nathaniel Morton
15172,Günther Förg
15173,Herman Beil
15174,Rudolf Schmitz
15175,Gunther Forg
15176,Günter Förg
15177,Achim Preiss
15178,John Bedford Lloyd
15179,Toby Davidson
15180,Claude Lévi-Strauss
15181,Irene Hunt
15182,Cassius Dio Cocceianus
15183,Johann Wolfgang von Goethe
15184,William Penn
15185,Frances Louise Davis Lockridge
15186,Richard Lockridge
15187,Hugh Stowell Scott
15188,Burnet
15189,Gilbert
15190,John Lothrop Motley
15191,Bruce Catton
15192,A.-J.-B Parent-Duchâtelet
15193,François Leuret
15194,Rohinton Mistry
15195,Bering Sea Tribunal of Arbitration.
15196,Jordi Fibla Feito
15197,William Camden
15198,Diane Ménard
15199,Simon Reade
15200,Mirentxu Larrañaga Sueskun
15201,Hildegard Temporini
15202,Wolfgang Haase
15203,Benjamin Drake
15204,Benjamin DRAKE
15205,G. R. Gleig
15206,John Smith
15207,Samuel Purchas
15208,William Symonds
15209,Clement King Shorter
15210,United States. Congress. Senate. Committee on the Library
15211,Great Britain. Welsh Office. Education Department. Inspectorate.
15212,Justin McCarthy
15213,Martin Luther
15214,Javier Cercas
15215,Massachusetts. Lieutenant Governor (1732-1757 : Phips)
15216,Thomas Erskine
15217,Marguerite Henry
15218,Marguerite de Angeli
15219,Paul Champanier
15220,Linda Stewart
15221,José Luis Haering
15222,György Lukács
15223,Simon Singh
15224,American School of Classical Studies at Athens.
15225,Brian Moore
15226,Frances Lance Ferrero
15227,Doyle Kim
15228,Sallust
15229,Joseph Butler
15230,Lydia Child
15231,L. Maria Child
15232,Lydia Maria 1802-1880 Child
15233,Theodore Roosevelt
15234,Shantideva
15235,Eric Bentley
15236,Elspeth Huxley
15237,Perkins
15238,John Perkins
15239,0
15240,Meister Eckhart
15241,M. Walshe
15242,Gaetano Donizetti
15243,Samuel Smiles
15244,Alice Prescott Smith
15245,R. W. Chambers
15246,Morris West
15247,Hilaire Belloc
15248,Robert Henry Thurston
15249,Robert Bulwer Lytton
15250,Franz Sales Meyer
15251,Piers Paul Read
15252,Ammianus Marcellinus
15253,Iris Murdoch
15254,Henry F. (Henry Francis) Pelham
15255,Edward Johnson
15256,Edward W. Said
15257,Valerius Maximus
15258,John Briscoe
15259,Lucius Annaeus Florus
15260,Kirsten Potter
15261,Ban
15262,Gu
15263,Garcilaso de la Vega
15264,George Washington Cable
15265,Harold Nicolson
15266,John Nichol
15267,Fujian Sheng di fang zhi bian zuan wei yuan hui
15268,Thomas Salmon
15269,Irène Némirovsky
15270,George Macaulay Trevelyan
15271,Alfred Russel Wallace
15272,King James VI
15273,I
15274,Raymond F. Comeau
15275,Normand J. Lamoureaux
15276,Marie France Bunting
15277,Normand J. Lamoureux
15278,Brigitte M. Lane
15279,Marie-Paule Tranvouez
15280,Marie-France Bunting
15281,Joy Hakim
15282,Rapin de Thoyras M.
15283,Henri de Lubac
15284,Carl Holliday
15285,Dwight H. Kelton
15286,Leonora Nattrass
15287,Esteban Montejo
15288,Miguel Barnet
15289,Dante Gabriel Rossetti
15290,William E. Fredeman
15291,Michael Faraday
15292,Louis Antoine Fauvelet de Bourrienne
15293,Antony Beevor
15294,David León
15295,Samuel Rush Watkins
15296,Anselm of Canterbury
15297,Cecil Woodham Smith
15298,Cecil W. Smith
15299,Cecil Blanche Fitz Gerald Woodham Smith
15300,Henry Thomas Buckle
15301,Francisco Ferrer Guardia
15302,Joseph McCabe
15303,Ansel Adams
15304,Henry Charles Lea
15305,Edmond de Goncourt
15306,Jules de Goncourt
15307,Lucrecio Agripa
15308,Hans Fallada
15309,Susanna Moodie
15310,María Belmonte Barrenechea
15311,Giambattista Vico
15312,Hendrik Willem Van Loon
15313,Karl Polanyi
15314,David Horovitch
15315,Bernhard W. Anderson
15316,Bernhard W Anderson
15317,John Keegan
15318,Yaa Gyasi
15319,Eleanor Coerr
15320,Isak Dinesen
15321,Francesco Giucciardini
15322,Annie Heloise Abel
15323,Lawrence S. Cunningham
15324,John J. Reich
15325,Henry M. Sayre
15326,William Hone
15327,Percival Christopher Wren
15328,Kaplan Publishing
15329,Gustavus Myers
15330,Sol T. Plaatje
15331,Solomon Tshekisho Plaatje
15332,Brian Willan
15333,Bessie Head
15334,Liliuokalani Queen of Hawaii
15335,John Daly Burk
15336,Timur Vermes
15337,Pilar Estelrich Arce
15338,Søren Kierkegaard
15339,Ernest Riera Arbussà
15340,Alcèe Fortier
15341,Michael R. Poll
15342,Matthew Smith Anderson
15343,Isabella L. Bird
15344,Graham Earnshaw
15345,Bernard Lazare
15346,Nadezhda Mandel'shtam
15347,Horace Porter
15348,Alvar Aalto
15349,Pekka Korvenmaa
15350,Juhani Pallasmaa
15351,Marc Treib
15352,Peter Reed
15353,Kenneth Frampton
15354,Markku Lahti
15355,Maija Holma
15356,Charles Poor Kindleberger
15357,Robert Aliber
15358,R. Aliber
15359,Bill Bryson
15360,Richard Price
15361,Anne Robert Jacques Turgot
15362,Charles-Joseph Mathon De La Cour
15363,Eduard Hanslick
15364,Studs Terkel
15365,William Blades
15366,John N. Summerson
15367,Friedrich Schleiermacher
15368,Eutropius
15369,Evans
15370,Stanley John Weyman
15371,John Relly Beard
15372,Redpath James 1833-1891
15373,James Redpath
15374,the unknown authors of Heike monogatari
15375,George Meredith
15376,Carlos Ruiz Zafón
15377,Charles Rollin
15378,Jérôme-Adolphe Blanqui
15379,Historic Society of Lancashire
15380,Cheshire
15381,Edwin Markham
15382,Salvador de Madariaga
15383,Muhammad Yunus
15384,Jules Michelet
15385,Robert E. Wright
15386,Richard Sylla
15387,Insight Guides
15388,Frederick Marryat
15389,Ralph Henry Carless Davis
15390,Adam Ferguson
15391,Samuel Adams
15392,Владимир Николаевич Войнович
15393,Horacio Vázquez-Rial
15394,Sean Barrett
15395,Ousmane Sembène
15396,Fred S. Kleiner
15397,Miguel León Portilla
15398,Miguel Leon-Portilla
15399,Miquel Leon-Portilla
15400,Miguel Leon Portilla
15401,Miguel León Portilla
15402,Lysander Kemp
15403,Lysander Kemp Miguel Leon-Portilla
15404,Seneca the Younger
15405,Oliver J. Thatcher
15406,Georges-Marie Butel-Dumont
15407,Tom Wolfe
15408,Confederate States of America. President
15409,Charles L. Eastlake
15410,Charles Locke Eastlake
15411,Philippe Masson
15412,Redaktion Gröls-Verlag
15413,Lin
15414,Yutang
15415,Karl Löwith
15416,Aleida Guevara
15417,John Barth
15418,Barbara Cohen
15419,Jennifer Bricking
15420,Terence Ball
15421,Richard Dagger
15422,E.P. Thompson
15423,Marie-Claire Blais
15424,Keller
15425,Werner
15426,Jean Lacouture
15427,Peter Gay
15428,Tsung-i Jao
15429,Edmund Husserl
15430,Herman Lautensach
15431,Sidney Hook
15432,H. F. M. (Hilda Frances Margaret) Prescott
15433,Jeremy Bentham
15434,Randy Shilts
15435,Richard Gough
15436,Raynal abbé
15437,Pierre Pouchot
15438,Franklin Benjamin Hough
15439,William Lewis Manly
15440,Silas Seymour
15441,Iryŏn
15442,Jerzy N. Kosinski
15443,Russkoe istoricheskoe obshchestvo
15444,John Bunyan
15445,Tōkyō Kokuritsu Hakubutsukan.
15446,Charles A. Siringo
15447,René François Rohrbacher
15448,Martin Luther King Jr.
15449,J.D. Jackson
15450,Austin Bishop
15451,Richard Harding Davis
15452,Mark Fried
15453,Rory Smith
15454,Eduardo H. Galeano
15455,Gary Zukav
15456,Augustus F. Lindley
15457,Wilbur Smith
15458,William Cobbett
15459,Djibril Tamsir Niane
15460,DjiBril Tamsir Niane
15461,D T Niane
15462,G. D. Pickett
15463,Rudolf Hilferding
15464,Le Page du Pratz
15465,Daniel J. Boorstin
15466,Catholic Church
15467,Ngũgĩ wa Thiongʼo
15468,Peter Laslett
15469,Myra Sadker
15470,David Miller Sadker
15471,Siddhartha Mukherjee
15472,Nessa Carey
15473,Ishmael Beah
15474,Arthur Murphy
15475,Hughes
15476,Emily Post
15477,Ahmed Rashid
15478,Ferdinand Brunetière
15479,R. G. Collingwood
15480,Wolfram Eberhard
15481,Thomas L. Friedman
15482,Horace Plunkett
15483,John Fleetwood
15484,John Patrick Tuer Bury
15485,Francis Aidan Gasquet
15486,John Dewey
15487,Veronica Wedgwood
15488,B. H. Liddell Hart
15489,Charles Reade
15490,Guimps
15491,Roger de baron
15492,Edward Austin Johnson
15493,John Aubrey
15494,Sebastian Junger
15495,Anne Collins
15496,Michel Foucault
15497,mechil foucault
15498,Simon Prebble
15499,Michelle Alexander
15500,Gaius
15501,Amin Maalouf
15502,Maalouf
15503,María Teresa Gallego
15504,María Isabel Reverte
15505,Ana María Matute
15506,Deputazione toscana di storia patria
15507,Anthony Bourdain
15508,Roy T. Matthews
15509,Roy Matthews
15510,Dewitt Platt
15511,Edwin Bryant
15512,John Morley
15513,1st Viscount Morley of Blackburn
15514,Hans-Joachim Köhler
15515,Chʻungchʻŏng-namdo Yŏksa Munhwa Yŏnʼguwŏn
15516,P. Dos Passos
15517,Dos Passos D.
15518,E. L. Doctorow
15519,Lluís-Anton Baulenas
15520,Reinhart Dozy
15521,Bonaventure Racine
15522,Morgan Robertson
15523,Mark Antony De Wolfe Howe
15524,Strippel Henry C
15525,Álvar Núñez Cabeza de Vaca
15526,Martin A. Favata
15527,Jose B. Fernadez
15528,Jorge de Montemayor
15529,J. Crétineau-Joly
15530,Charles A. Eastman
15531,Roddy Doyle
15532,John Quincy Adams
15533,Amor Towles
15534,Adolphus William Ward
15535,J. C. A. Stagg
15536,Jeanne Kerr Cross
15537,Mary A. Hackett
15538,Robert J. Brugger
15539,Robert Allen Rutland
15540,John Morton Blum
15541,Edmund Sears Morgan
15542,Willie Lee Nichols Rose
15543,Arthur M. Schlesinger
15544,Kenneth M. Stampp
15545,C. Vann Woodward
15546,New Hampshire.
15547,John Gabriel Stedman
15548,William 1757-1827 Blake
15549,Sally Price
15550,Ruy González de Clavijo
15551,Alfred John Church
15552,Arthur Gilman
15553,Walker Evans
15554,Jeff L. Rosenheim
15555,Maria Morris Hambourg
15556,Douglas Eklund
15557,Mia Fineman
15558,George Berkeley
15559,Margaret Landon
15560,Edwin Emery Slosson
15561,Evariste Régis Huc
15562,Philip Henry Sheridan
15563,Bernardino de Sahagún
15564,Evelyn Underhill
15565,Aldo Rossi
15566,Vikram Seth
15567,Georg Ebers
15568,C. D. Williams
15569,Thomas Morton
15570,Jeffery Farnol
15571,Ivo Andrić
15572,Dennis Lehane
15573,H. W. Carless Davis
15574,Frederick Sleigh Roberts Earl Roberts
15575,Honoré Daumier
15576,François Paul Émile Boisnormand de Bonnechose
15577,Edward Alfred Pollard
15578,James W. Loewen
15579,Rebecca Stefoff
15580,George B. McClellan
15581,Massachusetts. Office of the Secretary of State.
15582,Ronald Arbuthnott Knox
15583,Geronimo
15584,S. M. Barrett
15585,Eduard Zeller
15586,Lion Feuchtwanger
15587,Beijing Shi di fang zhi bian zuan wei yuan hui
15588,Parker Pillsbury
15589,Pillsbury Parker 1809-1898
15590,Solomon Ibn Verga
15591,Frederick Litchfield
15592,Amiri Baraka
15593,Hernán Cortés
15594,Henan Sheng di fang shi zhi bian zuan wei yuan hui
15595,Alfred North Whitehead
15596,William Kentridge
15597,Maria-Christina Villasenor
15598,Carolyn Christov Bakargiev
15599,Jane Taylor
15600,Friedrich Freiherr von der Trenck
15601,Dietrich Bonhoeffer
15602,María Concepción García-Lomas
15603,John Wesley
15604,W. Reginald Ward
15605,United States. General Accounting Office
15606,Annie Proulx
15607,Hans Peter Richter
15608,Gerald Reitlinger
15609,George Otto Trevelyan
15610,Darlene Clark Hine
15611,William C. Hine
15612,Stanley Harrold
15613,John Owen
15614,Gary B. Nash
15615,Julie Roy Jeffrey
15616,John R. Howe
15617,Peter J. Frederick
15618,Allen F. Davis
15619,Allan M. Winkler
15620,Bobbie Kalman
15621,René Descartes
15622,Joel Tyler Headley
15623,Gaston Maspero
15624,Sun
15625,Yat-sen
15626,Richard M. Cohen
15627,David S. Neft
15628,Rachael Low
15629,James Burnham
15630,Alan Bradley
15631,Arthur S. Link
15632,Светлана Алексиевич
15633,Norman Rufus Colin Cohn
15634,N. Cohn
15635,Norman Cohn
15636,Leon Poliakov
15637,S. Wells Williams
15638,Latourette
15639,Kenneth Scott
15640,François-Xavier Martin
15641,William Wirt Howe
15642,John F. Condon
15643,Evliya Çelebi
15644,Marshall McLuhan
15645,Colin Dexter
15646,Edward B. Tylor
15647,Jacob Bronowski
