author_id,author_name
137,"Hans Christian Andersen, Barbara Lanza, Kari James"
138,Lynne Reid Banks
139,Gail Carson Levine
140,Arthur Christopher Benson
141,Cressida Cowell
142,Edward Everett Hale
143,Astrid Lindgren
144,"Jack Thorne, John Tiffany, J. K. Rowling"
145,"James Patterson, Valentina de Angelis"
146,"Margaret Weis, Tracy Hickman, Andrew Dabb, Paul Boehmer"
147,Andrew Lang
148,"Paul Stewart, Chris Riddell, Volker Niederfahrenhorst"
149,Leigh Bardugo
150,"Georges Ivanovitch Gurdjieff, A. Orage, Jeanne de Salzmann, Henri Tracol"
151,"Derek Landy, LANDY DEREK, Tom Percival"
152,"Russell Hoban, David Small"
153,Jonathan Stroud
154,Mary Louisa Molesworth
155,"Brian Michael Bendis, Mark Bagley, Marvel Comics, Trevor Hairsine, Joe Quesada, Andy Kubert, Danny Miki, Stuart Immonen"
156,"Margaret Weis, Tracy Hickman, Paul Boehmer, Andrew Dabb, Steve Kurth, Stefano Raffaele, Margarett Weiss"
157,Fritz Leiber
158,Madeline Miller
159,Mordecai Richler
160,Dr. Seuss
161,"P. L. Travers, Mary Shepard"
162,"John Norman, Lexi Maynard, Norman John"
163,William Goldman
164,Robin McKinley
165,"P. L. Travers, Mary Shepard, Agnes Sims"
166,Andrzej Sapkowski
167,Lord Dunsany
168,Inez Haynes Gillmore
169,理不尽な孫の手
170,Carolyn Curtis
171,Robin Hobb
172,Nora Roberts
173,John Norman
174,Marion Zimmer Bradley
175,Wendy Pini
176,"Terry Pratchett, David John"
177,Steven Erikson
178,Lucy M. Boston
179,"Joan Aiken, Robin Jacques"
180,James Stephens
181,Mary Norton
182,Dan Simmons
183,Sarah J. Maas
184,"Kathryn Lasky, Pamela Garelick"
185,Michael Chabon
186,"Robert Jordan, Brandon Sanderson"
187,"Angie Sage, Angie Sage, Mark Zug"
188,Tamora Pierce
189,Elizabeth Goudge
190,Robert E. Howard
191,Katherine Kurtz
192,Stephen R. Lawhead
193,Piers Anthony
194,Joanna Cole
195,Kenneth Oppel
196,Raymond E. Feist
197,"Raymond E. Feist, William Fortschen, William R. Forstchen"
198,"Diana Gabaldon, Diana Palmer, Davina Porter"
199,Mark Twain
200,"Neil Gaiman, Anna Llisterri"
201,"Neil Gaiman, Richard Chizmar, William Peter Blatty, Kealan Patrick Burke, Brian Keene, Joe Hill, Joe R. Lansdale, Ray Garton"
202,Edward Ormondroyd
203,Jerome Klapka Jerome
204,"Brian Jacques, Gary Chalk"
205,"Paul Stewart, Chris Riddell, STEWART, PAUL, RIDDELL, CHRIS"
206,"Erin Hunter, Dave Stevenson"
207,Jasper Fforde
208,Alvin Schwartz
209,"Rumer Godden, Jane Ray"
210,Roger Duvoisin
211,"Jenny Nimmo, Simon Russell Beale"
212,"Terry Pratchett, Manuel Viciano Delibano, Paul Kidby, Laura Ellen Andersen"
213,Francis Marion Crawford
214,Heather Graham
215,"Anne McCaffrey, Dick Hill"
216,Alan Garner
217,"Philippa Pearce, Jenny Agutter"
218,"Diana Wynne Jones, Alex Nikolavitch"
219,Margaret Wise Brown
220,Natalie Babbitt
221,"Jeff Smith, Jeff Smith"
222,Shannon Messenger
223,Montague Rhodes James
224,"J.R.R. Tolkien, Christina Scull, Wayne G. Hammond"
225,R. A. Macavoy
226,"Angie Sage, angie sage, Angie SAGE, Angie Sage"
227,R. A. Salvatore
228,John Updike
229,"Paul Stewart, Chris Riddell"
230,Jim Butcher
231,"Soman Chainani, Blank, Michael"
232,"Mary Pope Osborne, Sal Murdocca"
233,Clive Barker
234,Crockett Johnson
235,Pierce Brown
236,Cassandra Clare
237,Roger Zelazny
238,Poul Anderson
239,"Margaret Weis, Tracy Hickman"
240,Geraldine McCaughrean
241,W. Bruce Cameron
242,"Raymond E. Feist, Joel Rosenberg, Joel Rosenberg"
243,John Boyne
244,Shannon Hale
245,Marie Corelli
246,Jane Yolen
247,Trudi Canavan
248,Holly Black
249,Orson Scott Card
250,Aisling Fowler
251,"Stephen R. Lawhead, Frederick Davidson"
252,"David Eddings, David Eddings"
253,Katherine Applegate
254,"Margaret Weis, Tracy Hickman, Sandra Burr, Rocío Monasterio"
255,"Mary Pope Osborne, Sal Murdocca, Marcela Brovelli"
256,"Grace Lin, Grace Lin, Janet Song"
257,"George R. R. Martin, Luis Royo"
258,村上春樹
259,"Daisy Meadows, Georgie Ripper, Hachette Children's Books Staff, Hachette Children's Group"
260,Hiro Mashima
261,Clamp
262,Chris Van Allsburg
263,"Michelle Paver, Patricia Anton De Vez Ayala-Duarte"
264,Stephanie Garber
265,William Nicholson
266,"Octavia E. Butler, Aldrich Barrett"
267,Robert Graves
268,"Raymond E. Feist, Bryan J.L. Glass, Michael Avon Oeming, Bryan J. L. Glass, Brett Booth, Ryan Stegman"
269,André Maurois
270,Kathryn Lasky
271,"James Patterson, Jill Dembowski"
272,"Jim Butcher, Mark Powers, Chase Conley, Tyler Walpole, James Marsters"
273,"Clive Barker, Clive Barker"
274,"Paul Stewart, Chris Riddell, Paul Stewart"
275,"Robin Hobb, Arnaud Mousnier-Lompré"
276,H. Rider Haggard
277,Tomi Adeyemi
278,"China Miéville, China Miéville"
279,Kristin Cashore
280,Patricia A. McKillip
281,"V. E. Schwab, Julieta María Gorlero"
282,Laini Taylor
283,"Kelly Regan Barnhill, Isabel Murillo"
284,"Brian Jacques, Michaela Helms"
285,"Octavia E. Butler, Tracey Leigh, Nisi Shawl, Philippe Rouard"
286,G. P. Taylor
287,Lois McMaster Bujold
288,Richard Yancey
289,Jenny Nimmo
290,Tad Williams
291,Eleanor Gates
292,"高田 裕三, Christopher Lewis, Toren Smith, Lea Hernandez"
293,Patora Fuyuhara
294,"R. A. Macavoy, Steve Coulter"
295,D. J. MacHale
296,Margaret Peterson Haddix
297,"Elisabeth Beresford, Nick Price"
298,"Fritz Leiber, Charles Busch"
299,Victoria Aveyard
300,"Robert Asprin, John Brunner, Lynn Abbey, Poul Anderson, Andrew Offutt, Joe Haldeman, Christine DeWees, Marion Zimmer Bradley, Philip José Farmer"
301,"Margaret Weis, Tracy Hickman, Sandra Burr"
302,"Shannon Hale, Dean Hale"
303,"Erin Hunter, MacLeod Andrews"
304,Robert Lawrence Stine
305,Kazu Kibuishi
306,Connie Willis
307,J. R. Ward
308,Jack Vance
309,Robert Silverberg
310,"Frank Miller, David Mazzucchelli, Lynn Varley"
311,C. J. Cherryh
312,Betty MacDonald
313,"Jerry Siegel, Don Cameron, Joe Shuster"
314,"Jim Butcher, James Marsters"
315,"Anthony Browne, Antony Browne"
316,Joe Abercrombie
317,"R. A. Macavoy, Jeremy Arthur"
318,Harry Harrison
319,Dean Koontz
320,"Kazu Kibuishi, Ediciones Lariviere"
321,Rosemary Sutcliff
322,Alexander Key
323,"Willis Hall, Babette Cole, Hervé Zitvogel"
324,Philip Kerr
325,Bruce Coville
326,Scott Lynch
327,"Elisabetta Dami, David Nel·lo, Larry Keys, Titi Plumederat, Koldo Biguri"
328,Adam Rex
329,Derek Landy
330,"Erin Hunter, Owen Richardson, Dave Stevenson"
331,"Fritz Leiber, Neil Gaiman, Jonathan Davis"
332,Anne Rice
333,Christianna Brand
334,John Bellairs
335,"Holly Black, Caitlin Kelly, LitJoy Crate, Holly Black"
336,"Gurney, James Gurney"
337,"Katharine Kerr, Katharine Kerr"
338,Rudolph Erich Raspe
339,James Gurney
340,"John Crowley, John Crowley"
341,Mary Rodgers
342,Elizabeth Dawson Baker
343,David Eddings
344,"Heather Graham, Emily Durante"
345,Jeff VanderMeer
346,Virginia Hamilton
347,Patricia C. Wrede
348,Ian Fleming
349,Jeff Smith
350,David Baldacci
351,Elizabeth Winthrop
352,Kiera Cass
353,"Dave Barry, Ridley Pearson"
354,"Leigh Bardugo, Carlos Loscertales"
355,"Kenneth Oppel, Keith Thompson"
356,"Raymond E. Feist, Peter Joyce"
357,V. E. Schwab
358,"Raymond E. Feist, Peter Joyce, Isabelle Pernot"
359,"David Mitchell, David Mitchell"
360,Diane Duane
361,Ira Levin
362,"P. C. Cast, Kristin Cast"
363,Bernard Cornwell
364,"Brandon Mull, Teacher's Guide"
365,"Poul Anderson, Karen Anderson"
366,N. K. Jemisin
367,"Marion Zimmer Bradley, Julian May, Andre Alice Norton"
368,"Tim Powers, Tim Powers"
369,Elaine Joseph
370,"Ryo Mizuno, Masato Natsumoto"
371,"Michael Bond, R. W. Alley, Robert W. Alley, Tatjana Kröll"
372,"Nora Roberts, Therese Plummer"
373,J. V. Jones
374,"Jack Vance, Ivain Rodriguez de Léon"
375,"Sam Youd, Joe Burleson"
376,John Foster
377,"Cornelia Funke, Anthea Bell, Xanthe Elbrick"
378,"Sarah Mlynowski, Lauren Myracle, Emily Jenkins"
379,Sabaa Tahir
380,"Patricia C. Wrede, P Wrede"
381,"Paul Stewart, Chris Riddell, Chris Riddell"
382,Kai Meyer
383,"R. A. Salvatore, Tim Seeley, Andrew Dabb, Val Semeiks"
384,"Trudi Canavan, Richard Aspel"
385,Nancy Springer
386,"Erin Hunter, Wayne McLoughlin"
387,Megan Whalen Turner
388,Greg Bear
389,"Michael Bond, Peggy Fortnum"
390,Klaus Theweleit
391,"Gerry Conway, J.M. DeMatteis, David Michelinie, Ross Andru, Sal Buscema, Todd McFarlane"
392,"Victoria Hanley, Victoria Hanley"
393,Norman Lindsay
394,Margaret McAllister
395,Pat O'Shea
396,Andrea J. Buchanan
397,"V. E. Schwab, Nora Inés Escoms"
398,"Margaret Mahy, Steven Kellogg, Stephen Kellogg"
399,Sheri S. Tepper
400,Emmi Itäranta
401,Charlie Fletcher
402,William Faulkner
403,"Mary Pope Osborne, Lectorum Publications, Sal Murdocca"
404,Chris Columbus
405,"N. K. Jemisin, Manuel Mata"
406,Kim Harrison
407,"Raymond E. Feist, Janny Wurts"
408,Meredith Ann Pierce
409,"Cornelia Funke, Lionel Wigram, Oliver Latsch, Andrew Merkin"
410,"Stephen R. Lawhead, Isabelle Leymarie"
411,Victor Appleton
412,Nancy Yi Fan
413,Julia L. Sauer
414,Carl Sandburg
415,Laura Lee Hope
416,Ransom Riggs
417,"Vernor Vinge, James Frenkel"
418,"Kelley Armstrong, Kelley Armstrong"
419,"Andy Dixon, Felicity Brooks"
420,Robert C. O'Brien
421,Patricia Briggs
422,Robert McCloskey
423,Laurell K. Hamilton
424,Lisa Jane Smith
425,Edith Thacher Hurd
426,Jeanette Winterson
427,Nina Jaffe
428,Nancy Rose
429,"Derek Landy, DEREK LANDY"
430,"Patricia C. Wrede, Caroline Stevermer"
431,Mercer Mayer
432,Samuel R. Delany
433,Jan Siegel
434,Adam Blade
435,James A. Owen
436,"Penelope Farmer, Penelope Farmer"
437,"Elisabetta Dami, Titi Plumederat, David Nel·lo"
438,"Amy Krouse Rosenthal, Brigette Barrager, Helene Pilotto"
439,"Erin Hunter, Gary Chalk"
440,Tracey West
441,Marissa Meyer
442,Marie Lu
443,Kelley Armstrong
444,Peter Dickinson
445,"Jonathan Stroud, Johnathan Stroud"
446,Lynsay Sands
447,Daisy Meadows
448,Kevin J. Anderson
449,Tim Powers
450,Steph Swainston
451,"Elizabeth Enright, Lyssa Browne (narrator)"
452,Gene Wolfe
453,Margaret Weis
454,Emily Rodda
455,"Jacqueline Carey, Anne T. Flosnik"
456,Roger Hargreaves
457,"Sam Kieth, William Messner-Loebs"
458,Michael Morpurgo
459,William Steig
460,A. E. van Vogt
461,Peter V. Brett
462,Mercedes Lackey
463,Cinda Williams Chima
464,Eric Linklater
465,Julia Donaldson
466,"R. F. Kuang, R F Kuang, Emily Woo Zeller"
467,Linda Chapman
468,Jane Gaskell
469,T. A. Barron
470,Brandon Mull
471,"Mary Pope Osborne, Sal Murdocca, BookSource Staff"
472,Diana L. Paxson
473,Barbara Wood
474,"Charlaine Harris, Toni L. P. Kelner, Jeanne C. Stein, Tanya Huff, Tate Hallaway, Elaine Viets, Christopher Golden, Bill Crider, Kelley Armstrong, Jim Butcher, P. N. Elrod, Rachel Caine, Carolyn Haines"
475,John Burningham
476,"Erin Hunter, Julia Fletcher"
477,"Garth Nix, Sean Williams"
478,Kelly Link
479,Mechthild Gläser
480,"Raymond E. Feist, S-M Stirling"
481,P. W. Storm
482,Frances Hodgson Burnett
483,Richard Jefferies
484,"Rick Riordan, Mark Oshiro"
485,"James Thurber, Marc Simont, Ransom Riggs, Joan Eloi Roca Martínez"
486,"Marlon James, JAMES  MARLON, Marlon James"
487,Andrew Peterson
488,R. A. Montgomery
489,Mark Dunn
490,L. Sprague De Camp
491,Tom Holt
492,David A. Gemmell
493,Chris Wooding
494,W. Heath Robinson
495,Michael Coren
496,Avi
497,"Avi, Leonid Gore"
498,"Joann Sfar, Lewis Trondheim, Kerascoet"
499,Keri Arthur
500,Leslye Walton
501,Janny Wurts
502,Lana Krumwiede
503,"Jane Langton, Erik Blegvad"
504,Mineko Ōkami
505,"Serena Valentino, Naifeh, John Gebbia, Breehn Burns, Harley Sparx"
506,"Jack Dann, Gardner R. Dozois, Cecelia Holland, Naomi Novik, Jonathan Stroud, Kage Baker, Jane Yolen, Adam Stemple, Liz Williams, Peter S. Beagle, Diana Gabaldon, Samuel Sykes, Garth Nix, Sean Williams, Tad Williams, Harry Turtledove, Diana Wynne Jones, Gregory Maguire, Bruce Coville, Tanith Lee, Tamora Pierce, Mary Rosenblum, Andy Duncan, Gardner Dozois Jack Dann"
507,Melissa Albert
508,"Heather Graham, Phil Gigante"
509,Amelia Atwater-Rhodes
510,"Joan Aiken, Joan Lingard"
511,Natasha Ngan
512,Thea Guanzon
513,"Jim Starlin, Jim Aparo, Mike DeCarlo, Bill Wray"
514,Robert Asprin
515,"Annette Tison, Talus Taylor"
516,Elizabeth Knox
517,Tanith Lee
518,Alison Goodman
519,"Adam Jay Epstein, Andrew Jacobson"
520,"Charlaine Harris, Toni L. P. Kelner"
521,"Daisy Meadows, Georgie Ripper"
522,"Erin Hunter, Owen Richardson, Allen Douglas, Kathleen Mcinerney"
523,Jenny Davidson
524,"Garth Nix, Sholto Walker"
525,Mario Acevedo
526,Charles E. Carryl
527,"Robinson, James., James Robinson, Peter Snejbjerg (Illustrator), Tony Harris, Jerry Ordway"
528,"Piers Anthony, Traber Burns"
529,"Dr. Seuss, Tish Rabe"
530,Chetan Bhagat
531,Alison Croggon
532,Melanie Rawn
533,Stephen R. Donaldson
534,Juliana Horatia Gatty Ewing
535,Bernice Myers
536,Leo Lionni
537,Bernard Waber
538,Carol Kendall
539,"L. Sprague De Camp, Fletcher Pratt"
540,"Eric Litwin, James Dean"
541,C. L. Wilson
542,Katharine Kerr
543,Margaret Mahy
544,Ru Emerson
545,Jane Langton
546,Todd Strasser
547,Fiona Mcintosh
548,George Aichele
549,Tao Wong
550,Saara El-Arifi
551,Vicki Pettersson
552,Rin Chupeco
553,"Elizabeth Marie Pope, Richard J Cuffari"
554,Sam Youd
555,Hayao Miyazaki
556,Amos Tutuola
557,Andy Dixon
558,Alex Flinn
559,"Stephen Cosgrove, Robin James"
560,Andre Norton
561,"Joy Cowley, Murray Grimsdale"
562,"Shirley Rousseau Murphy, Shirley Rousseau Murphy"
563,Edward Eager
564,Sunyi Dean
565,Lesley Howarth
566,Riccardo Steiner
567,Pat Hutchins
568,Danielle Paige
569,Mollie Hunter
570,Betsy Cromer Byars
571,Colleen Houck
572,"Mercedes Lackey, Larry Dixon"
573,Beatrix Potter
574,Dan Greenburg
575,Kit Whitfield
576,Dean Lorey
577,China Miéville
578,Zack Loran Clark
579,"Elisabetta Dami, David Nel·lo, Marianne Faurobert, Marianne Faurobert"
580,Michael Moorcock
581,Edward Bellamy
582,"Russell Hoban, Patrick Benson"
583,P. C. Cast
584,Alison Inches
585,Luke Pearson
586,Maggie Stiefvater
587,Teddy Slater
588,Ruth M. Fuchs
589,"Kelly Link, Gavin J. Grant, M. T. Anderson, Gavin J Grant Kelly Link, Link and Grant Kelly Link"
590,Alfred Bester
591,Zoraida Córdova
592,"Elisabetta Dami, David Nel·lo"
593,Helen Oyeyemi
594,Matt Ruff
595,Rainbow Rowell
596,Scott Mebus
597,Mervyn Peake
598,Kristen Britain
599,Brent Weeks
600,"Kai Meyer, Anthea Bell"
601,"Piers Anthony, Robert E. Margroff"
602,Judi Mccoy
603,"Erin Hunter, Wayne McLoughlin, Wayne McLoughlin"
604,Bruno Schulz
605,"Lian Hearn, Mercedes Nunez"
606,Barbara Michaels
607,John Flanagan
608,Ivor Cutler
609,"Cassandra Clare, Cassandra Jean"
610,荒川 弘
611,Al Perkins
612,Christopher Pike
613,Frank E. Peretti
614,Elizabeth A. Lynn
615,"Anne McCaffrey, Pat Lewis"
616,"Anne McCaffrey, Elizabeth Ann Scarborough"
617,Tomoco Kanemaki
618,Kirsty Hall
619,"Lynch, Patricia"
620,"J.R.R. Tolkien, Christopher Tolkien"
621,L. Lagin
622,David Wiesner
623,Philip Sendak
624,Munro Leaf
625,"Katherine Kurtz, Deborah Turner Harris"
626,Stephen Gresham
627,Samantha Hunt
628,Kit Williams
629,Laurence Yep
630,Antonia Barber
631,David Clement-Davies
632,Mary Stewart
633,Namina Forna
634,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Robin Wasserman"
635,Sara Holland
636,Eleanor Hawken
637,Steven Kroll
638,"Barbara Siegel, Scott Siegel"
639,Glen Cook
640,Jean-Georges Schimek
641,Robert J. Stoller
642,"Kim Harrison, Tanya Huff, Marjorie M. Liu, Cheyenne McCray, L. A. Banks, Susan Krinard, Keri Arthur, Heidi Betts, Lilith Saintcrow, Susan Sizemore, Denise Little, Carrie Vaughn, Linda Winstead Jones, Martin H. Greenberg"
643,Rachel Hartman
644,Deborah Harkness
645,Rumer Godden
646,Debbie Guthery
647,Adrian Tchaikovsky
648,Tracey O'hara
649,Henry H. Neff
650,"Erin Hunter, Wayne McLoughlin, Allen Douglas"
651,"N. K. Jemisin, Michelle Charrier"
652,"Erin Hunter, Christophe Rosson"
653,"Samantha Shannon, Jorge Rizzo"
654,Allan Stratton
655,Alan Dean Foster
656,P. G. Bell
657,Xiran Jay Zhao
658,Willis Hall
659,Padraic Colum
660,"Maya Kaathryn Bohnhoff, Marc Scott Zicree, Marc Zicree"
661,Winsor McCay
662,"Janet Ahlberg, Allan Ahlberg"
663,Jan Wahl
664,Jon Cleary
665,"Sergio Aragones, Mark Evanier, Sergio Aragonés"
666,E. K. Johnston
667,Dakota Banks
668,Rex Stone
669,Katy Kit
670,Eloise Jarvis McGraw
671,"Anne McCaffrey, Todd McCaffrey, Emily Durante"
672,"Erin Hunter, Owen Richardson, Allen Douglas"
673,Clare Bell
674,Bill Peet
675,Sam Gayton
676,Guy Gavriel Kay
677,"David Almond, Polly Dunbar, Polly Dunbar"
678,Alma Alexander
679,Rachel Caine
680,Harry Turtledove
681,Joanne Harris
682,Ann E. Downer
683,Rebecca Yarros
684,"Kyŏng-a Chʻoe, Choi Kyung-Ah, Sarah Dyer"
685,Melissa Marr
686,"Jim Krueger, Alex Ross"
687,Frewin Jones
688,"Jacqueline Carey, Simon Vance"
689,N.D. Stevenson
690,Lester del Rey
691,"Mercedes Lackey, C. J. Cherryh, Leslie Fish, Nancy Asire"
692,Roshani Chokshi
693,Gennifer Choldenko
694,Jacqueline Carey
695,Allan Zola Kronzek
696,"Raymond E. Feist, BookSource Staff"
697,A. G. Howard
698,Jo Graham
699,Scott Ciencin
700,"Robert Kraus, Debby Chen"
701,Zilpha Keatley Snyder
702,"Mike Baron, Steve Rude"
703,"Hanna Segal, Betty Joseph"
704,William Allingham
705,S. L. Huang
706,"Kate Saunders, William Carman"
707,Heather Fawcett
708,"Cornelia Funke, Scholastic Staff"
709,"Todd McFarlane, Grant Morrison, Tom Orzechowski, Andrew Grossberg, Marc Silvestri, Greg Capullo, Brian Holguin, Tony Daniels"
710,Danielle Knafo
711,"William Nicholson, Peter Sís"
712,Lionel Davidson
713,Rosemary Wells
714,"Robin Lawrie, Diana Wynne Jones, Isaac Asimov"
715,Dorothy Bloch
716,Matt Haig
717,Mette Ivie Harrison
718,"Francesca Simon, Ros Asquith"
719,Dave Duncan
720,Anthony Browne
721,Elizabeth Kay
722,Gregory Frost
723,"Stephen Cosgrove, Cosgrove"
724,Morgan Llywelyn
725,Robert N. Charrette
726,Bill Brittain
727,Pauline Fisk
728,"Mark McLelland, Kazumi Nagaike, Katsuhiko Suganuma, James Welker"
729,Maria V. Snyder
730,"Steve Perry, Stephani Perry"
731,Eric Shanower
732,A. A. Gray
733,Colleen Oakes
734,Nnedi Okorafor
735,"Erin Hunter, Owen Richardson"
736,Sherryl Jordan
737,Amy Alward
738,Nicholas Stuart Gray
739,"Patricia Briggs, Jim Butcher, Rachel Caine, Karen Chance, P. N. Elrod, Charlaine Harris, Faith Hunter, Caitlin Kittredge, Jenna Maclaine"
740,"Frederic Thomas, C.S. Lewis"
741,Bernard Segal
742,Kaleb Nation
743,Judith Byron Schachner
744,Gaku Miyao
745,Alan Campbell
746,Dennis Danvers
747,Jesse Bullington
748,Andrew M. Greeley
749,Drew Karpyshyn
750,"Mercedes Lackey, Karen White"
751,"Mercedes Lackey, Christa Lewis"
752,Mike Thaler
753,"Gregory Benford, William Rotsler, William Rotsler"
754,Adelaide Bry
755,Janice Hardy
756,Adrian Selby
757,James Nicol
758,Laura Ruby
759,Emiko Jean
760,Inbali Iserles
761,Onk Beakman
762,Kelly Regan Barnhill
763,"Vamik D. Volkan, Gabriele Ast"
764,"Michael Gunter, Samy Teicher"
765,Delia Sherman
766,Steven Millhauser
767,Amy Ewing
768,"Zilpha Keatley Snyder, Snyder"
769,"Wendy Pini, Richard Pini, Delfin Barral"
770,Hilari Bell
771,Scarlett St. Clair
772,"Ethel Spector Person, Peter Fonagy, Sérvulo A. Figueira"
773,Cynthia Voigt
774,Charity Blackstock
775,Chuck Kelly
776,Theodore Sturgeon
777,Lyn Gardner
778,Salamandra Drake
779,Frank Beddor
780,Niel Hancock
781,"Monica Hughes        , Monica Hughes"
782,Deborah Lerme Goodman
783,Suzy McKee Charnas
784,"Matt Forbeck, Jeff Grubb"
785,C. S. Friedman
786,Gillian Rubinstein
787,"Erin Hunter, James L. Barry"
788,Emily Hainsworth
789,Andy Shepherd
790,Dhonielle Clayton
791,Chris D'Lacey
792,Tui T. Sutherland
793,Julie Edwards
794,"Robert E. Howard, Paul Herman, James Reasoner"
795,Chelsea Abdullah
796,Paul Jennings
797,Jonathan Emmett
798,"Laurence Yep, Joanne Ryder, Mary GrandPré"
799,"Diana Wynne Jones, Ursula Jones"
800,Laura Driscoll
801,Katie MacAlister
802,Madeline Howard
803,Marcus Pelegrimas
804,Mark Oshiro
805,J. Moussaieff Masson
806,Fiona McIntosh
807,Christopher Moore
808,"Kalynn Bayron, Paz Pruneda Gozálvez"
809,"Adam Beechen, Paul D. Storrie, Carlos Barberi"
810,"Raymond E. Feist, Bryan J. Glass, Tim Seeley, Hugo Petrus"
811,Tim Lebbon
812,Elizabeth Jane Coatsworth
